title,description,image,Source,category,text_cleaned
Southern Illinois Raceway,"Home of the Highbanks Hustle and the Terry Sprague Memorial Race! a quick, high-banked 1/8th mile clay oval most often seeing lap times in the 9 - 11 second range.",,enjoyillinois,sport-racing,home of the highbanks hustle and the terry sprague memorial race a quick high banked 1/8th mile clay oval most often see lap time in the 9 11 second range
Chicagoland Speedway,"a $130 million, 1.5-mile, D-shaped, tri-oval speedway that annually hosts the start of the NASCAR Playoffs in September",,enjoyillinois,sport-racing,a $130 million 1.5 mile d shaped trioval speedway that annually host the start of the nascar playoffs in september
Peoria Motorcycle Club,Enjoy professional motorcycle racing at the Peoria Motorcycle Club - home to the Grant National TT Championship! It is the oldest continuing dirt track in the world,,enjoyillinois,sport-racing,enjoy professional motorcycle race at the peoria motorcycle club home to the grant national tt championship it be the old continue dirt track in the world
Sycamore Speedway,Provides Quality Entertainment For All Ages! Racing every Friday and Saturday from the months of April to September.,,enjoyillinois,sport-racing,provide quality entertainment for all ages race every friday and saturday from the month of april to september
American Legion Speedway,"Offering some of the best dirt track racing in the Midwest, see UMP late models and street stock car racing at American Legion Speedway every Saturday from mid-May through Labor Day weekend.",,enjoyillinois,sport-racing,offer some of the good dirt track race in the midwest see ump late model and street stock car race at american legion speedway every saturday from mid may through labor day weekend
Jacksonville Speedway,The Jacksonville Speedway is home to Friday night races!,,enjoyillinois,sport-racing,the jacksonville speedway is home to friday night races
World Wide Technology Raceway,"home of NASCAR Cup Circuit along with INDYCAR and NHRA racing. Covering more than 380 acres, WWTR is the largest outdoor entertainment facility in the region.",,enjoyillinois,sport-racing,home of nascar cup circuit along with indycar and nhra race cover more than 380 acre wwtr be the large outdoor entertainment facility in the region
Tri-City Speedway,a 3/8 mile dirt oval which is measured 20 feet from the outside wall.,,enjoyillinois,sport-racing,a 3/8 mile dirt oval which is measured 20 feet from the outside wall
Route 66 Raceway,Home of the Route 66 NHRA Nationals in July,,enjoyillinois,sport-racing,home of the route 66 nhra nationals in july
Lincoln Trail Motosports,a family friendly motorcycle and ATV riding park as well as one of the premier race tracks in the Midwest.,,enjoyillinois,sport-racing,a family friendly motorcycle and atv riding park as well as one of the premier race tracks in the midwest
Macon Speedway,The world's fastest 1/5 mile dirt oval since being built in 1946 Racing every Saturday night plus some weeknight special events.,,enjoyillinois,sport-racing,the world's fastest 1/5 mile dirt oval since being built in 1946 racing every saturday night plus some weeknight special events
Accelerate Indoor Speedway & Events,"Our attractive, upscale facility has the latest technology to make sure your experience is second to none!",,enjoyillinois,sport-racing,our attractive upscale facility has the latest technology to make sure your experience is second to none
Gordyville U.S.A.,"The multi-functional grounds are the site of several diverse events such as horse shows, flea markets, farm equipment sales, estate and land auctions, and the Annual Gifford Bank Craft Show.",,enjoyillinois,sport-racing,the multi-functional ground be the site of several diverse event such as horse show flea market farm equipment sale estate and land auction and the annual gifford bank craft show
Fanduel Sportsbook & Horse Racing,Live Racing with Sports & Simulcast Wagering,,enjoyillinois,sport-racing,live racing with sports and  simulcast wagering
Quincy Raceways,"IMCA Late Models, A & B Modified and Bombers every Sunday at 6:30PM April through August! Watch for special racing events and concerts throughout the year.",,enjoyillinois,sport-racing,imca late model a & b modified and bomber every sunday at 6 30pm april through august watch for special racing event and concert throughout the year
Wayne County Speedway, home to good time Midget and Micro Racing on a dirt track.,,enjoyillinois,sport-racing,home to good time midget and micro racing on a dirt track
Chicagoland Speedway Camping,"Choose from 4 unique camping options at Chicagoland Speedway! Benefits include: free newspaper delivery, payment plan options, free tram services around the facility, and non-stop entertainment.",,enjoyillinois,sport-camping ,choose from 4 unique camping option at chicagoland speedway benefits include free newspaper delivery payment plan option free tram service around the facility and non-stop entertainment
K1 Speed - Addison,"indoor kart racing and entertainment facility features CyberSport, a multiplayer game that blends bumper cars, lacrosse and basketball into an alternative to racing",,enjoyillinois,sport-racing,indoor kart racing and entertainment facility features cybersport a multiplayer game that blends bumper cars lacrosse and basketball into an alternative to racing
Autobahn Country Club,A Country Club for motorsports.,,enjoyillinois,sport-racing,a country club for motorsports
Coles County Speedway,one of the oldest dirt track facilities in the Midwest. The track features a challenging 1/8th mile dirt/clay oval,,enjoyillinois,sport-racing,one of the oldest dirt track facilities in the midwest the track features a challenging 1/8th mile dirt clay oval
Lincoln Speedway Auto Racing,The dirt track opened in 2004. Races are scheduled from April through September.,,enjoyillinois,sport-racing,the dirt track opened in 2004 races are scheduled from april through september
Wrigley Field,The Friendly Confines is a historical landmark on the north side and is the second-oldest ballpark in the major leagues,,enjoyillinois,sport-professional teams,the friendly confines is a historical landmark on the north side and is the second oldest ballpark in the major leagues
Chicago Bears,"a founding franchise of the NFL, uphold the values of the City of Chicago and its people, uniting them as no other organization can",,enjoyillinois,sport-professional teams,a founding franchise of the nfl uphold the values of the city of chicago and its people uniting them as no other organization can
Murphy's Rooftop,offers the most intimate setting among the Wrigley Field rooftops,,enjoyillinois,sport-professional teams,offers the most intimate setting among the wrigley field rooftops
Chicago White Sox,Major League Baseball's Chicago White Sox play April - October at Guaranteed Rate Field. Group outings and events/meeting spaces are available year-round,,enjoyillinois,sport-professional teams,major league baseball's chicago white sox play april october at guaranteed rate field group outing and event meeting space be available year round
